sign,order,ctrl_1,ctrl_2,ctrl_3,ctrl_4,ctrl_5,ctrl_6,ctrl_7,ctrl_8,ctrl_9,ctrl_10,ctrl_11,ctrl_12,ctrl_13,ctrl_14,ctrl_15,ctrl_16,ctrl_17,ctrl_18,ctrl_19,ctrl_20
rest,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
two,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
three,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
four,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,1.5700000524520874,1.2899999618530273
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
two,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
three,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
four,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,1.5700000524520874,1.2899999618530273
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
two,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
three,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
four,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,1.5700000524520874,1.2899999618530273
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
two,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
three,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
four,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,1.5700000524520874,1.2899999618530273
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
two,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
three,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
four,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,1.5700000524520874,1.2899999618530273
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
two,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
three,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,3.140000104904175,0.0,0.0,1.5700000524520874,3.140000104904175
four,0,0.0,0.0,0.0,0.0,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
six,0,0.0,0.0,0.0,0.800000011920929,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,1.5700000524520874,1.2899999618530273
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,1.5700000524520874,0.0,1.5700000524520874,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0,0.0,0.0,0.0,0.699999988079071,0.20000000298023224,0.6899999976158142,1.2899999618530273,0.0,0.0,0.0,0.34906598925590515,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
seven,0,0.0,0.0,0.0,1.2200000286102295,0.20000000298023224,0.6899999976158142,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5700000524520874,1.600000023841858,0.0,0.0,0.0,0.0
